"veiculo","nome_motor","configuracao_motor","ano_inicial","ano_final","cilindrada"
MT-09,-,"0.8 L 12V DOHC L3","01/07/2019","","0.8"
MULSANNE,-,"6.8 L 32V SOHC V8","01/01/2010","31/12/2015","6.8"
MULTIFARM 80,"1104 C","4.4 L 8V SOHV L4","01/01/2015","","4.4"
MULTIFARM 90,"1104 C","4.4 L 8V SOHV L4","01/01/2015","","4.4"
MURANO,"3.5 L 24V","3.5 L 24V DOHC V6","01/01/2006","31/12/2008","3.5"
MURANO,"3.5 L 24V","3.5 L 24V DOHC V6","01/09/2008","31/12/2009","3.5"
MURCIELAGO,-,"6.2 L 48V DOHC V12","01/01/2002","31/12/2010","6.2"
MURCIELAGO,-,"6.2 L 48V DOHC V12","01/01/2004","31/12/2010","6.2"
MURCIELAGO,L539,"6.5 L 48V DOHC V12","01/01/2009","31/12/2010","6.5"
MUSSO,OM 602,"2.9 L 10V SOHV L5","01/05/1997","01/12/2007","2.9"
MUSTANG,-,"","01/10/2023","",""
MUSTANG,-,"4.0 L 12V SOHC V6","01/01/2010","31/12/2010","4.0"
MUSTANG,-,"4.6 L 16V SOHC V8","01/07/1998","30/06/1999","4.6"
MUSTANG,-,"4.6 L 16V SOHC V8","01/07/1999","30/06/2000","4.6"
MUSTANG,-,"4.6 L 16V SOHC V8","01/07/2000","30/06/2002","4.6"
MUSTANG,-,"4.6 L 16V SOHC V8","01/07/2002","30/06/2004","4.6"
MUSTANG,-,"4.6 L 24V SOHC V8","01/07/2004","30/06/2010","4.6"
MUSTANG,-,"5.0 L 32V DOHC V8","01/07/2011","30/06/2012","5.0"
MUSTANG,-,"5.2 L 32V DOHC V8","01/01/2017","31/12/2017","5.2"
MUSTANG,-,"5.2 L 32V DOHC V8","01/07/2019","","5.2"
MUSTANG,"5.0 V8","5.0 L 32V DOHC V8","01/01/2017","31/12/2017","5.0"
MUSTANG,"5.0 V8","5.0 L 32V DOHC V8","01/11/2014","31/12/2016","5.0"
MUSTANG,COYOTE,"5.0 L 32V DOHC V8","01/01/2018","31/12/2022","5.0"
MUSTANG,COYOTE,"5.0 L 32V DOHC V8","01/01/2020","","5.0"
MUSTANG,COYOTE,"5.0 L 32V DOHC V8","01/01/2020","30/12/2020","5.0"
MUSTANG,COYOTE,"5.0 L 32V DOHC V8","01/03/2024","","5.0"
MUSTANG,COYOTE,"5.0 L 32V DOHC V8","01/07/2025","","5.0"
MUSTANG,CYCLONE,"3.7 L 24V DOHC V6","01/01/2017","31/12/2017","3.7"
MUSTANG,CYCLONE,"3.7 L 24V DOHC V6","01/07/2011","30/06/2012","3.7"
MUSTANG,ECOBOOST,"2.3 L 16V DOHC L4","01/01/2020","31/12/2023","2.3"
MUSTANG,ESSEX,"3.8 L 12V OHV V6","01/01/1994","31/12/1995","3.8"
MUSTANG,WINDSOR 302,"5.0 L 16V OHV V8","01/01/1994","31/12/1995","5.0"
MX 180,"2 TEMPOS","0.2 L MONOCILÍNDRICO","01/01/1986","30/12/1986","0.2"
MX MAGNUM,"6 CTA","8.3 L 12V SOHV L6","01/01/2002","30/04/2011","8.3"
MX MAGNUM,"6 CTA","8.3 L 12V SOHV L6","01/01/2002","31/01/2012","8.3"
MX MAGNUM,"6 CTA","8.3 L 12V SOHV L6","01/01/2002","31/07/2011","8.3"
MX MAGNUM,"6 CTAA","8.3 L 12V SOHV L6","01/01/2002","31/12/2014","8.3"
MX3,"1.6 L 16V","1.6 L 16V SOHC L4","01/06/1993","30/01/1999","1.6"
MX3,SERIE B,"1.6 L 16V DOHC L4","01/02/1994","30/09/1998","1.6"
MX5,-,"1.6 L 16V DOHC L4","01/01/1990","31/12/1995","1.6"
MX5,"1.8 L 16V","1.8 L 16V DOHC L4","01/09/1993","01/12/1996","1.8"
MXM 110 4X4,-,"4.5 L 8V SOHV L4","01/04/2009","31/12/2014","4.5"
MXM 125 4X4,-,"6.7 L 12V SOHV L6","01/04/2009","31/12/2014","6.7"
MXM 135 4X4,-,"7.5 L 12V SOHV L6","01/10/2003","31/12/2014","7.5"
MXM 150 4X4,-,"6.7 L 12V SOHV L6","01/10/2003","31/12/2014","6.7"
MXM 165 4X4,-,"7.5 L 12V SOHV L6","01/10/2003","31/12/2014","7.5"
MXM 180 4X4,-,"6.7 L 12V SOHV L6","01/10/2003","31/12/2014","6.7"
MXMG 315 4X4,CURSOR 9,"8.7 L 12V SOHV L6","01/04/2011","","8.7"
Motos,UNIVERSAL,N/A,"01/01/1960","",-
Máquinas Agrícolas,UNIVERSAL,-,"01/01/1960","",-
N 10,TD 101 F,"9.6 L 12V SOHV L6","01/01/1980","01/12/1986","9.6"
N 10,TD 101 F,"9.6 L 12V SOHV L6","01/01/1981","01/12/1992","9.6"
N 10,TD 101 F,"9.6 L 12V SOHV L6","01/01/1984","01/12/1988","9.6"
N 10 258,TD 100 A,"9.6 L 12V SOHV L6","01/07/1980","30/12/1981","9.6"
N 10 270,TD 100 G,"9.6 L 12V SOHV L6","01/01/1982","30/12/1983","9.6"
N 10 275,TD 101 G,"9.6 L 12V SOHV L6","01/08/1983","30/12/1988","9.6"
N 12,TD 120 GA,"12 L 12V SOHV L6","01/01/1981","01/12/1983","12"
N 12,TD 121 F,"12 L 12V SOHV L6","01/01/1985","01/12/1988","12"
N 12,TD 121 FD,"12 L 12V SOHV L6","01/06/1984","01/09/1991","12"
N 12 330,TD 121 G,"12 L 12V SOHV L6","01/01/1984","01/12/1988","12"
NAO VEICULAR,NAO VEICULAR,N/A,"01/01/1960","",-
NC 700X,RC61,"0.7 L 4V OHC L2","01/01/2012","30/12/2013","0.7"
NC 700X,RC61,"0.7 L 4V OHC L2","01/01/2012","30/12/2014","0.7"
NC 700X,RC61,"0.7 L 8V SOHC L2","01/01/2012","30/12/2013","0.7"
NC 750X,-,"0.7 L 8V OHC L2","01/01/2015","28/02/2022","0.7"
NC 750X,-,"0.7 L 8V OHC L2","01/01/2015","31/12/2018","0.7"
NEO 125,-,"0.1 L 2V SOHC MONOCILÍNDRICO","01/01/2016","31/12/2018","0.1"
NEO 125,-,"0.1 L 2V SOHC MONOCILÍNDRICO","01/01/2019","","0.1"
NEO AT 115,-,"0.1 L 2V OHC MONOCILÍNDRICO","01/01/2004","30/12/2013","0.1"
NEON,DUAL VVT,"2.0 L 16V DOHC L4","01/09/1996","01/08/1999","2.0"
NEON,DUAL VVT,"2.0 L 16V DOHC L4","01/09/1999","01/12/2002","2.0"
NEON,ECB,"2.0 L 16V SOHC L4","30/06/1999","30/06/2001","2.0"
NEON,SOHC 1.8,"1.8L 16V SOHC L4","01/06/1997","30/06/1999","1.8"
NEW BEETLE,EA211,"1.4 L 16V DOHC L4","01/01/2013","31/08/2017","1.4"
NEW BEETLE,ML5,"2.0 L 8V SOHC L4","01/01/2000","01/06/2003","2.0"
NEW BEETLE,ML5,"2.0 L 8V SOHC L4","01/07/2007","01/09/2010","2.0"
NEW BEETLE,ML5,"2.0 L 8V SOHC L4","01/10/1999","01/06/2005","2.0"
NEW CLASSIC,-,"1.0 L 8V SOHC L4","01/01/2015","30/12/2015","1.0"
NEXT 250,-,"0.2 L 4V OHC MONOCILÍNDRICO","01/01/2012","31/12/2017","0.2"
NH 12 340,D 12 D,"12 L 24V SOHC L6","01/10/2003","01/12/2006","12"
NH 12 340,D 12C340,"12 L 24V SOHC L6","01/05/1999","30/09/2003","12"
NH 12 380,D 12 C,"12 L 24V SOHC L6","01/05/1998","01/09/2003","12"
NH 12 380,D 12 D,"12 L 24V SOHC L6","01/10/2003","01/12/2006","12"
NH 12 420,D 12 C,"12 L 24V SOHC L6","01/05/1999","01/09/2003","12"
NH 12 420,D 12D420,"12 L 24V SOHC L6","01/10/2003","30/08/2006","12"
NH 12 460,D 12 D,"12 L 24V SOHC L6","01/01/2004","01/12/2006","12"
NINJA 1000,-,"1.0 L 16V DOHC L4","01/01/2010","30/12/2014","1.0"
NINJA 1000,-,"1.0 L 16V DOHC L4","01/01/2013","31/12/2016","1.0"
NINJA 1000,-,"1.0 L 16V DOHC L4","01/01/2017","31/12/2020","1.0"
NINJA 250 R,EX250,"0.2 L 8V DOHC L2","01/01/2008","31/12/2012","0.2"
NINJA 250 SL,-,"0.2 L 4V DOHC MONOCILÍNDRICO","01/01/2015","01/01/2015","0.2"
NINJA 250 SL,-,"0.2 L 4V DOHC MONOCILÍNDRICO","01/01/2015","01/10/2015","0.2"
NINJA 250 SL,-,"0.2 L 4V DOHC MONOCILÍNDRICO","01/01/2015","01/12/2015","0.2"
NINJA 300,-,"0.3 L 8V DOHC BOXER2","01/08/2015","31/12/2016","0.3"
NINJA 300,-,"0.3 L 8V DOHC L2","01/01/2012","","0.3"
NINJA 300,-,"0.3 L 8V DOHC L2","01/01/2012","31/12/2018","0.3"
NINJA 400,-,"0.4 L 8V DOHC L2","01/01/2018","","0.4"
NINJA 650,-,"0.6 L 8V DOHC L2","01/07/2012","30/06/2017","0.6"
NINJA 650,-,"0.6 L 8V DOHC L2","01/07/2017","","0.6"
NINJA 650,-,"0.6 L 8V DOHC L2","01/07/2017","30/11/2022","0.6"
NINJA 650 R,-,"0.6 L 8V DOHC L2","01/01/2010","30/06/2012","0.6"
NINJA 650 R,-,"0.6 L 8V DOHC L2","01/01/2010","30/12/2014","0.6"
NINJA 650 R,ER650AEA,"0.6 L 8V DOHC L2","01/01/2010","30/12/2013","0.6"
NINJA EX 500,-,"0.5 L 8V DOHC L2","01/01/1994","30/12/2004","0.5"
NINJA H2,-,"1.0 L 16V DOHC L4","01/01/2015","31/12/2016","1.0"
NINJA H2R,-,"1.0 L 16V DOHC L4","01/01/2016","31/12/2016","1.0"
NINJA ZX-10R,-,"1.0 L 16V DOHC L4","01/01/2011","31/12/2015","1.0"
NINJA ZX-10R,-,"1.0 L 16V DOHC L4","01/01/2017","","1.0"
NINJA ZX-10R,-,"1.0 L 16V DOHC L4","01/08/2015","31/12/2016","1.0"
NINJA ZX-10R,-,"1.0 L 16V DOHC L4","31/12/2011","31/12/2016","1.0"
NINJA ZX-10R SE,-,"1.0 L 16V DOHC L4","01/01/2019","31/12/2020","1.0"
NINJA ZX-10RR,-,"1.0 L 16V DOHC L4","01/01/2017","31/12/2018","1.0"
NINJA ZX-11,-,"1.1 L 16V DOHC L4","01/01/1997","30/12/2001","1.1"
NINJA ZX-12R,-,"1.2 L 16V DOHC L4","01/01/2000","30/12/2006","1.2"
NINJA ZX-14R,-,"1.4 L 16V DOHC L4","01/01/2011","31/12/2014","1.4"
NINJA ZX-6R,-,"0.6 L 16V DOHC L4","01/01/2007","31/12/2013","0.6"
NINJA ZX-6R 636,-,"0.6 L 16V DOHC L4","01/01/2007","","0.6"
NINJA ZX-6R 636,-,"0.6 L 16V DOHC L4","01/08/2015","31/12/2016","0.6"
NINJA ZX-7R,-,"0.7 L 16V DOHC L4","01/01/1996","30/12/2003","0.7"
NINJA ZX-9R,-,"0.9 L 16V DOHC L4","01/09/1993","30/12/1997","0.9"
NIRO,KAPPA,"1.6 L 16V DOHC L4","01/01/2024","","1.6"
NIRO,KAPPA,"1.6 L 16V DOHC L4","01/09/2022","","1.6"
NITRO,HEMI,"3.7 L 24V DOHC V6","01/08/2007","01/09/2007","3.7"
NIVA,"1.5 L 8V","1.5 L 8V SOHC L4","01/02/1991","30/12/1999","1.5"
NIVA,"1.6 L 8V","1.6 L 8V SOHC L4","01/02/1993","30/12/1999","1.6"
NIVA,"1.7 8V","1.7 L 8V SOHC L4","01/07/1996","31/12/2000","1.7"
NIVUS,EA211,"1.0 L 12V DOHC L3","01/06/2020","","1.0"
NIVUS,EA211,"1.0 L 12V DOHC L3","26/03/2024","","1.0"
NIVUS,EA211,"1.4 L 16V DOHC L4","01/05/2025","","1.4"
NL 10 280,TD 101 G,"9.6 L 12V SOHV L6","01/01/1989","01/12/1992","9.6"
NL 10 280,TD 102 F,"9.6 L 12V SOHV L6","01/06/1989","30/11/1998","9.6"
NL 10 310,TD 102 FT,"9.6 L 12V SOHV L6","01/12/1992","01/12/1995","9.6"
NL 10 320,D 10 A,"9.6 L 12V SOHV L6","01/01/1996","01/12/1999","9.6"
NL 10 320,TD 102 FL,"9.6 L 12V SOHV L6","01/05/1991","01/09/2001","9.6"
NL 10 340,TD 102 FS,"9.6 L 12V SOHV L6","01/01/1989","01/12/1994","9.6"
NL 12 360,TD 122 FS,"12 L 12V SOHV L6","01/12/1992","01/12/1994","12"
NL 12 360,TD 123 E,"12 L 12V SOHV L6","01/01/1995","01/12/1999","12"
NL 12 400,TD 122 FS,"12 L 12V SOHV L6","01/01/1989","30/12/1992","12"
NL 12 410,TD 122 FS,"12 L 12V SOHV L6","01/12/1992","01/12/1994","12"
NL 12 410,TD 123 ES,"12 L 12V SOHV L6","01/01/1995","01/12/1999","12"
NMAX 160,-,"0.2 L 4V SOHC MONOCILÍNDRICO","01/01/2016","31/10/2020","0.2"
NSX,C30A,"3.0L 24V DOHC V6","01/10/1990","31/12/1995","3.0"
NUBIRA,-,"2.0 L 16V DOHC L4","01/01/1997","30/12/2001","2.0"
NUBIRA,L88,"2.0 L 16V DOHC L4","01/09/1997","30/09/1999","2.0"
NX 150,-,"0.2 L 2V OHC MONOCILÍNDRICO","01/01/1989","30/12/1994","0.2"
NX 200,-,"0.2 L 2V OHC MONOCILÍNDRICO","01/01/1993","30/12/2001","0.2"
NX 200R,-,"0.2 L 2V OHC MONOCILÍNDRICO","01/01/1993","30/12/2001","0.2"
NX 350 SAHARA,-,"0.3 L 4V OHC MONOCILÍNDRICO","01/01/1990","30/12/1999","0.3"
NX 400I FALCON,-,"0.4 L 2V OHC MONOCILÍNDRICO","01/01/2012","31/12/2015","0.4"
NX 650 DOMINATOR,-,"0.6 L 4V SOHC MONOCILÍNDRICO","01/01/1988","30/12/1999","0.6"
NX200T,-,"2.0 L 16V DOHC L4","09/02/2015","31/12/2017","2.0"
NX200T,-,"2.0 L 16V DOHC L4","09/02/2015","31/12/2019","2.0"
NX300,"8AR-FTS","2.0 L 16V DOHC L4","01/01/2018","31/12/2018","2.0"
NX300,"8AR-FTS","2.0 L 16V DOHC L4","01/01/2019","31/12/2019","2.0"
NX300H,"2AR-FXE","2.5 L 16V DOHC L4","01/10/2018","","2.5"
NX350H,"2AR-FXE","2.5 L 16V DOHC L4","01/04/2022","","2.5"
NX350H,A25A-FXS,"2.5 L 16V DOHC L4","01/04/2022","","2.5"
NX4 FALCON 400,-,"0.4 L 4V OHC MONOCILÍNDRICO","01/01/1999","30/12/2008","0.4"
NXR 125 BROS,-,"0.1 L 2V OHC MONOCILÍNDRICO","01/01/2003","30/12/2005","0.1"
NXR 125 BROS,-,"0.1 L 2V OHC MONOCILÍNDRICO","01/01/2003","30/12/2006","0.1"
NXR 125 BROS,-,"0.1 L 2V OHC MONOCILÍNDRICO","01/01/2010","30/12/2015","0.1"
NXR 125 BROS,-,"0.1 L 2V OHC MONOCILÍNDRICO","01/01/2013","30/12/2014","0.1"
NXR 150 BROS,-,"0.1 L 2V OHC MONOCILÍNDRICO","01/01/2003","30/12/2010","0.1"
NXR 150 BROS,-,"0.1 L 2V OHC MONOCILÍNDRICO","01/01/2011","31/12/2014","0.1"
NXR 150 BROS,-,"0.1 L 2V OHC MONOCILÍNDRICO","01/07/2013","31/12/2015","0.1"
NXR 150 BROS,-,"0.1 L 2V OHC MONOCILÍNDRICO","01/09/2009","30/06/2013","0.1"
NXR 150 BROS,-,"0.1 L 2V OHC MONOCILÍNDRICO","01/12/2002","30/09/2010","0.1"
NXR 150 BROS,-,"0.1 L 2V OHC MONOCILÍNDRICO1","01/01/2010","30/12/2012","0.1"
NXR 160 BROS,-,"0.16 L 2V OHC MONOCILÍNDRICO1","01/01/2014","30/12/2018","0.16"
NXR 160 BROS,-,"0.16 L 2V OHC MONOCILÍNDRICO1","01/07/2014","30/12/2016","0.16"
NXR 160 BROS,-,"0.16 L 2V OHC MONOCILÍNDRICO1","01/08/2021","","0.16"
NXR 160 BROS,-,"0.16 L 2V SOHC MONOCILÍNDRICO1","01/01/2019","31/07/2021","0.16"
NXR 160 BROS,-,"0.16 L 2V SOHC MONOCILÍNDRICO1","01/07/2014","27/09/2017","0.16"
NXR 160 BROS,-,"0.16 L 2V SOHC MONOCILÍNDRICO1","28/09/2017","31/08/2021","0.16"
NXR 160 BROS ESDD,-,"0.16 L 2V OHC MONOCILÍNDRICO1","28/02/2020","30/12/2021","0.16"
O 321,OM 352,"5.1 L 12V SOHV L6","01/01/1960","31/05/1964","5.1"
O 326,OM 326,"5.6 L 24V DOHC L6","01/01/1960","30/12/1975","5.6"
O 352,OM 352,"5.7 L 12V SOHV L6","01/01/1969","30/12/1971","5.7"
O 355,OM 355/6,"12 L 12V SOHV L6","01/01/1969","30/12/1978","12"
O 362,OM 352,"5.7 L 12V SOHV L6","01/01/1971","31/12/1979","5.7"
O 364,OM 355/5,"9.6 L 10V SOHV L5","01/01/1979","30/12/1987","9.6"
O 364,OM 355/5,"9.7 L 10V SOHV L5","01/06/1976","01/06/1986","9.7"
O 365,OM 355/5,"9.7 L 10V SOHV L5","01/10/1987","01/10/1997","9.7"
O 370,OM 355/5 A,"9.7 L 10V SOHV L5","01/01/1986","30/12/1987","9.7"
O 370,OM 355/6 A,"12 L 10V SOHV L5","01/01/1985","30/12/1987","12"
O 370,OM 355/6 A,"12 L 12V SOHV L6","01/01/1984","30/12/1987","12"
O 370,OM 355/6 A,"12 L 12V SOHV L6","01/01/1985","30/12/1987","12"
O 370,OM 355/6 LA,"12 L 12V SOHV L6","01/12/1985","30/12/1995","12"
O 371,OM 355/5,"12 L 10V SOHV L5","01/01/1994","30/12/1995","12"
O 371,OM 355/5,"9.6 L 10V SOHV L5","01/01/1987","30/12/1991","9.6"
O 371,OM 355/5,"9.6 L 10V SOHV L5","01/01/1992","30/12/1995","9.6"
O 371,OM 355/5,"9.6 L 10V SOHV L5","01/03/1986","30/12/1990","9.6"
O 371,OM 355/5,"9.7 L 10V SOHV L5","01/01/1987","01/01/1997","9.7"
O 371,OM 355/5,"9.7 L 10V SOHV L5","01/01/1987","30/12/1991","9.7"
O 371,OM 355/6,"12 L 12V SOHV L6","01/01/1987","30/12/1993","12"
O 371,OM 355/6,"12 L 12V SOHV L6","01/01/1992","30/12/1993","12"
O 371,OM 355/6,"12 L 12V SOHV L6","01/01/1993","30/12/1993","12"
O 371,OM 366,"6.0 L 12V SOHV L6","01/01/1987","01/09/1997","6.0"
O 371,OM 366,"6.0 L 12V SOHV L6","01/07/1993","01/07/2003","6.0"
O 371,OM 447 LA,"12 L 12V SOHV L6","01/01/1987","30/12/1993","12"
O 400,OM 447 LA,"12.0 L 12V SOHV L6","01/01/1992","01/01/2002","12.0"
O 400,OM 447 LA,"12.0 L 12V SOHV L6","01/01/1994","30/12/1994","12.0"
O 400,OM 447 LA,"12.0 L 12V SOHV L6","01/05/1992","01/05/2002","12.0"
O 400,OM 449,"10 L 10V SOHV L5","01/01/1994","30/12/1994","10"
O 400,OM 449 A,"10 L 10V SOHV L5","01/03/1993","01/03/2003","10"
O 400,OM 449 LA,"10 L 10V SOHV L5","01/01/1995","30/12/1997","10"
O 400,OM 449 LA,"10 L 10V SOHV L5","01/01/1995","30/12/1998","10"
O 400,OM 449 LA,"10 L 10V SOHV L5","01/07/1995","01/07/2005","10"
O 400,OM 457 LA,"12 L 24V SOHV L6","01/05/1992","30/05/2002","12"
O 400,OM 457 LA,"12 L 24V SOHV L6","01/05/1999","30/05/2005","12"
O 500,OM 457 LA,"12 L 24V SOHV L6","01/01/2001","01/12/2005","12"
O 500,OM 457 LA,"12 L 24V SOHV L6","01/01/2005","01/02/2012","12"
O 500,OM 457 LA,"12 L 24V SOHV L6","01/01/2008","01/02/2012","12"
O 500,OM 457 LA,"12 L 24V SOHV L6","01/05/2001","01/12/2005","12"
O 500,OM 457 LA BLUETEC 5,"12 L 24V SOHV L6","01/01/2012","31/12/2022","12"
O 500,OM 457 LA BLUETEC 5,"12 L 24V SOHV L6","01/01/2014","31/12/2022","12"
O 500,OM 457 LA BLUETEC 5,"12 L 24V SOHV L6","01/03/2012","31/12/2022","12"
O 500,OM 460 LA BLUETEC 6,"12,8 L 24V SOHV L6","03/01/2023","","12,8"
O 500,OM 906 LA,"6.4 L 18V SOHV L6","01/01/2006","01/02/2012","6.4"
O 500,OM 906 LA,"6.4 L 18V SOHV L6","01/05/2001","01/04/2006","6.4"
O 500,OM 906 LA,"6.4 L 18V SOHV L6","01/05/2001","01/12/2005","6.4"
O 500,OM 906 LA,"6.4 L 18V SOHV L6","01/05/2001","01/12/2012","6.4"
O 500,OM 906 LA,"6.4 L 18V SOHV L6","01/05/2006","01/02/2012","6.4"
O 500,OM 926 LA,"7.2 L 18V SOHV L6","01/01/2005","01/02/2012","7.2"
O 500,OM 926 LA,"7.2 L 18V SOHV L6","01/01/2006","01/02/2012","7.2"
O 500,OM 926 LA,"7.2 L 18V SOHV L6","01/05/2001","01/12/2005","7.2"
O 500,OM 926 LA BLUETEC 5,"7.2 L 18V SOHV L6","01/01/2014","31/12/2022","7.2"
O 500,OM 926 LA BLUETEC 5,"7.2 L 18V SOHV L6","01/03/2012","31/12/2022","7.2"
O 500 M 1928/59,OM 926 LA BLUETEC 6,"7.2 L 24V SOHC L6","03/01/2023","","7.2"
O 500 RS 1938,OM 460 LA BLUETEC 6,"12.8 L 24V SOHV L6","03/01/2023","","12.8"
O 500 RSDD 2745/30,OM 460 LA BLUETEC 6,"12,8 L 24V SOHV L6","03/01/2023","","12,8"
O 500 U LE,-,"","03/01/2023","",""
O 500 U LE,AV 130,"","03/01/2023","",""
O 500 UA 2938,OM 460 LA BLUETEC 6,"12,8 L 24V SOHC L6","03/01/2023","","12,8"
ODYSSEY,F22B,"2.2 L 16V DOHC L4","01/10/2020","31/12/2020","2.2"
ODYSSEY,F22B6,"2.2 L 16V SOHC L4","01/10/1994","30/10/2000","2.2"
OF 1113,OM 352,"5.7 L 12V SOHV L6","01/01/1982","30/12/1987","5.7"
OF 1115,OM 366,"6.0 L 12V SOHV L6","01/09/1987","30/09/1997","6.0"
OF 1215,OM 366 LA,"6.0 L 12V SOHV L6","01/01/1999","31/12/2004","6.0"
OF 1218,OM 904 LA,"4.3 L 12V SOHV L4","01/05/2008","31/12/2011","4.3"
OF 1219,OM 924 LA BLUETEC 5,"4.8 L 12V SOHV L4","01/01/2012","31/12/2015","4.8"
OF 1313,OM 352,"5.7 L 12V SOHV L6","01/03/1969","31/03/1986","5.7"
OF 1314,OM 352,"5.7 L 12V SOHV L6","01/01/1987","30/12/1988","5.7"
OF 1315,OM 366,"6.0 L 12V SOHV L6","01/09/1987","01/09/1997","6.0"
OF 1317,OM 366 LA,"6.0 L 12V SOHV L6","01/01/1988","01/01/1998","6.0"
OF 1318,OM 366 LA,"6.0 L 12V SOHV L6","01/01/1988","01/01/1998","6.0"
OF 1417,OM 904 LA,"4.3 L 12V SOHV L4","01/01/1998","30/12/2003","4.3"
OF 1418,OM 904 LA,"4.3 L 12V SOHV L4","01/01/2004","31/05/2012","4.3"
OF 1519,OM 924 LA BLUETEC 5,"4.8 L 12V SOHV L4","01/01/2012","","4.8"
OF 1519R/60,OM 924 LA BlueTec 6,"4.8 L 12V SOHV L4","03/01/2023","","4.8"
OF 1618,OM 366,"6.0 L 12V SOHV L6","01/01/1992","01/12/1996","6.0"
OF 1619/52,OM 924 LA BlueTec 6,"4.8 L 12V SOHV L4","03/01/2023","","4.8"
OF 1620,OM 366,"6.0 L 12V SOHV L6","01/10/1993","01/10/2003","6.0"
OF 1625,OM 449,"10 L 10V SOHV L5","01/01/1996","30/12/1996","10"
OF 1721,OM 366 LA,"6.0 L 12V SOHV L6","01/03/1997","01/12/2005","6.0"
OF 1721,OM 924 LA,"4.8 L 12V SOHV L4","01/03/1998","01/12/2005","4.8"
OF 1721,OM 924 LA BLUETEC 5,"4.8 L 12V SOHV L4","01/01/2012","","4.8"
OF 1721,OM 924 LA BLUETEC 5,"4.8 L 12V SOHV L4","01/01/2013","","4.8"
OF 1721,OM 924 LA BLUETEC 5,"4.8 L 12V SOHV L4","01/01/2016","","4.8"
OF 1721/59,OM 924 LA BlueTec 6,"4.8 L 12V SOHV L4","03/01/2023","","4.8"
OF 1721L/59,OM 924 LA BlueTec 6,"4.8 L 12V SOHV L4","03/01/2023","","4.8"
OF 1722,OM 924 LA,"4.8 L 12V SOHV L4","01/01/2002","30/05/2012","4.8"
OF 1722,OM 924 LA,"4.8 L 12V SOHV L4","01/01/2004","01/12/2011","4.8"
OF 1724,OM 926 LA BLUETEC 5,"7.2 L 18V SOHV L6","01/03/2012","","7.2"
OF 1724,OM 926 LA BLUETEC 5,"7.2 L 18V SOHV L6","01/11/2014","","7.2"
OF 1730,OM 926 LA,"7.2 L 18V SOHV L6","01/01/2010","30/04/2012","7.2"
OF 1820,OM 366,"6.0 L 12V SOHV L6","01/01/1994","30/12/2003","6.0"
OF 809,OM 364,"4.0 L 8V SOHV L4","01/01/1996","30/12/1996","4.0"
OF/OH/1316,OM 352 A,"5.7 L 12V SOHV L6","01/01/1980","30/12/1987","5.7"
OGGI,FIASA,"1.3 L 8V SOHC L4","01/04/1983","30/06/1985","1.3"
OGGI,FIASA,"1.3 L 8V SOHC L4","01/10/1983","28/02/1985","1.3"
OH 1313,OM 352,"5.7 L 12V SOHV L6","01/04/1980","01/04/1987","5.7"
OH 1314,OM 352,"5.7 L 12V SOHV L6","01/01/1987","30/12/1997","5.7"
OH 1315,OM 366,"6.0 L 12V SOHV L6","01/01/1987","30/12/1995","6.0"
OH 1317,OM 352,"5.7 L 12V SOHV L6","01/01/1988","30/12/1989","5.7"
OH 1318,OM 366 A,"6.0 L 12V SOHV L6","01/01/1988","01/01/1998","6.0"
OH 1417,OM 904 LA,"4.3 L 12V SOHV L4","01/01/2003","01/12/2004","4.3"
OH 1418,OM 904 LA,"4.3 L 12V SOHV L4","01/01/2003","01/12/2007","4.3"
OH 1419,OM 355/5,"9.7 L 10V SOHV L5","01/06/1976","30/06/1996","9.7"
OH 1420,OM 366,"6.0 L 12V SOHV L6","01/01/1987","30/12/1989","6.0"
OH 1420,OM 366 LA,"6.0 L 12V SOHV L6","01/06/1996","01/12/2005","6.0"
OH 1421,OM 366 LA,"6.0 L 12V SOHV L6","01/01/2003","01/12/2003","6.0"
OH 1517,OM 355/5,"9.7 L 10V SOHV L5","01/01/1976","30/12/1979","9.7"
OH 1518,OM 352,"5.7 L 12V SOHV L6","01/01/1987","30/12/1989","5.7"
OH 1518,OM 904 LA,"4.3 L 12V SOHV L4","01/01/2007","01/12/2011","4.3"
OH 1519,OM 924 LA BLUETEC 5,"4.8 L 12V SOHV L4","01/01/2012","31/12/2021","4.8"
OH 1520,OM 355/5,"9.7 L 10V SOHV L5","01/07/1989","30/07/2000","9.7"
OH 1621,OM 366 LA,"6.0 L 12V SOHV L6","01/01/1997","01/12/2005","6.0"
OH 1621,OM 924 LA BLUETEC 5,"4.8 L 12V SOHV L4","01/01/2014","","4.8"
OH 1623,OM 366 LA,"6.0 L 12V SOHV L6","01/01/1999","30/12/2004","6.0"
OH 1625,OM 449 LA,"10 L 10V SOHV L5","01/01/1996","30/12/1996","10"
OH 1628,OM 449 LA,"10 L 10V SOHV L5","01/01/1999","01/12/2005","10"
OH 1630,OM 449 LA,"10 L 10V SOHV L5","01/03/1997","01/03/2005","10"
OH 1635,OM 447 LA,"12.0 L 12V SOHC L6","01/06/1993","01/06/2003","12.0"
OH 1635,OM 447 LA,"12.0 L 12V SOHV L6","01/06/1993","01/06/2003","12.0"
OMEGA,-,"3.0 L 12V SOHC L6","01/01/1992","31/12/1994","3.0"
OMEGA,ECOTEC,"3.8 L 12V OHV V6","01/03/1998","30/05/2005","3.8"
